# embryo config info: 
# lWidth 32
# lHeight 32
# lNbStates 1
# lNbChemicals 2
# lDiffuseChemicals 1
# lPathTargetPic name swissflagBW|
# lPath ./
# lbDifferentStatesInitialization 0
# oGuiOuput 0
# 1-th pic to read: swissflagBW
# nb steps max: 1024====0.0686275
%% color optimization 
1	0.168547
2	0.162894
3	0.161473
4	0.161009
5	0.159815
6	0.159589
7	0.159733
8	0.158255
9	0.158441
10	0.157047
11	0.156591
12	0.156979
13	0.154305
14	0.155636
15	0.153151
16	0.152234
17	0.153828
18	0.150465
19	0.150818
20	0.150439
21	0.148844
22	0.144949
23	0.143223
24	0.144742
25	0.140858
26	0.140745
27	0.14152
28	0.136253
29	0.137627
30	0.130761
31	0.140779
32	0.126933
33	0.137868
34	0.13024
35	0.135933
36	0.137204
37	0.132031
38	0.136507
39	0.131624
40	0.130505
41	0.133073
42	0.12844
43	0.132834
44	0.130283
45	0.132757
46	0.132362
47	0.127161
48	0.129874
49	0.130572
50	0.128622
51	0.128366
52	0.121625
53	0.128422
54	0.12735
55	0.127428
56	0.127163
57	0.129464
58	0.125348
59	0.123634
60	0.123841
61	0.125188
62	0.118683
63	0.12251
64	0.12411
65	0.12487
66	0.126322
67	0.118547
68	0.121463
69	0.125232
70	0.127033
71	0.125565
72	0.121756
73	0.118424
74	0.121551
75	0.122048
76	0.120913
77	0.117055
78	0.120912
79	0.116223
80	0.12154
81	0.116169
82	0.119615
83	0.117425
84	0.116102
85	0.114554
86	0.115702
87	0.118252
88	0.118694
89	0.118124
90	0.117866
91	0.118224
92	0.115366
93	0.118699
94	0.122852
95	0.12252
96	0.119881
97	0.119841
98	0.116822
99	0.115472
100	0.121117
101	0.115412
102	0.112473
103	0.118821
104	0.122367
105	0.118813
106	0.117974
107	0.122396
108	0.114398
109	0.115608
110	0.114635
111	0.115243
112	0.118005
113	0.119178
114	0.115362
115	0.118339
116	0.115627
117	0.117998
118	0.115569
119	0.115229
120	0.116213
121	0.116719
122	0.115826
123	0.115798
124	0.115966
125	0.118287
126	0.116237
127	0.114369
128	0.115836
129	0.117891
130	0.116032
131	0.113725
132	0.114674
133	0.117181
134	0.113082
135	0.11512
136	0.11512
137	0.111829
138	0.116359
139	0.11692
140	0.115567
141	0.114455
142	0.116164
143	0.115842
144	0.115564
145	0.113556
146	0.114831
147	0.113341
148	0.114844
149	0.114029
150	0.114071
151	0.113081
152	0.112114
153	0.112479
154	0.112971
155	0.112951
156	0.114611
157	0.114955
158	0.113661
159	0.111485
160	0.114556
161	0.11557
162	0.112987
163	0.114147
164	0.113475
165	0.11313
166	0.112713
167	0.112325
168	0.114084
169	0.112669
170	0.113577
171	0.113281
172	0.112884
173	0.112469
174	0.112574
175	0.11317
176	0.112611
177	0.112023
178	0.111045
179	0.111709
180	0.111667
181	0.111491
182	0.11231
183	0.112226
184	0.113418
185	0.112164
186	0.111126
187	0.112565
188	0.112792
189	0.113092
190	0.112419
191	0.113265
192	0.112953
193	0.112121
194	0.112929
195	0.114786
196	0.111186
197	0.111536
198	0.111709
199	0.112729
200	0.113083
201	0.113477
202	0.113617
203	0.112749
204	0.11397
205	0.112768
206	0.111969
207	0.112436
208	0.112723
209	0.111116
210	0.113202
211	0.112288
212	0.113667
213	0.111973
214	0.111583
215	0.112133
216	0.111178
217	0.112292
218	0.112054
219	0.11129
220	0.11273
221	0.111192
222	0.111817
223	0.111748
224	0.112891
225	0.110321
226	0.110313
227	0.11082
228	0.111991
229	0.111294
230	0.110916
231	0.110297
232	0.110735
233	0.110929
234	0.11073
235	0.111042
236	0.111098
237	0.111132
238	0.111012
239	0.110594
240	0.110674
241	0.109829
242	0.109959
243	0.109637
244	0.109818
245	0.110317
246	0.110254
247	0.109957
248	0.109749
249	0.1105
250	0.110492
251	0.109896
252	0.109139
253	0.109932
254	0.110508
255	0.110139
256	0.110316
257	0.110578
258	0.110152
259	0.110053
260	0.108632
261	0.11049
262	0.109281
263	0.111081
264	0.109675
265	0.110391
266	0.110532
267	0.110573
268	0.110122
269	0.111064
270	0.110298
271	0.110844
272	0.110684
273	0.111067
274	0.110723
275	0.111078
276	0.110321
277	0.110658
278	0.111202
279	0.110892
280	0.110248
281	0.110121
282	0.110254
283	0.109736
284	0.111069
285	0.111823
286	0.110831
287	0.110667
288	0.110383
289	0.109861
290	0.110679
291	0.110813
292	0.110777
293	0.111039
294	0.110325
295	0.110004
296	0.110285
297	0.110106
298	0.110567
299	0.110555
300	0.109223
301	0.110733
302	0.110227
303	0.11036
304	0.10996
305	0.110384
306	0.11038
307	0.110123
308	0.110085
309	0.110483
310	0.110123
311	0.11036
312	0.11053
313	0.11034
314	0.109996
315	0.110212
316	0.110265
317	0.110096
318	0.109939
319	0.110302
320	0.110255
321	0.109933
322	0.110741
323	0.110009
324	0.109796
325	0.10993
326	0.109811
327	0.109967
328	0.110082
329	0.109749
330	0.109868
331	0.109014
332	0.109708
333	0.109581
334	0.109698
335	0.109777
336	0.109581
337	0.109841
338	0.109849
339	0.109811
340	0.109624
341	0.109599
342	0.109565
343	0.10918
344	0.109287
345	0.109409
346	0.109489
347	0.109149
348	0.109515
349	0.109649
350	0.109148
351	0.109359
352	0.109056
353	0.109663
354	0.109374
355	0.108726
356	0.10917
357	0.109146
358	0.109222
359	0.109119
360	0.108964
361	0.109113
362	0.109323
363	0.109014
364	0.109095
365	0.10873
366	0.109267
367	0.109048
368	0.109292
369	0.10907
370	0.109001
371	0.109493
372	0.10867
373	0.108637
374	0.108958
375	0.109005
376	0.108882
377	0.109135
378	0.108914
379	0.109128
380	0.108508
381	0.108547
382	0.10882
383	0.109067
384	0.108944
385	0.108334
386	0.108764
387	0.108641
388	0.10845
389	0.108688
390	0.108695
391	0.108265
392	0.108579
393	0.108401
394	0.108428
395	0.108208
396	0.108309
397	0.108241
398	0.107846
399	0.107924
400	0.108322
401	0.107828
402	0.108248
403	0.107463
404	0.108253
405	0.108081
406	0.107759
407	0.107121
408	0.107429
409	0.10706
410	0.107757
411	0.107149
412	0.106889
413	0.107013
414	0.107195
415	0.107415
416	0.106965
417	0.107869
418	0.106499
419	0.106278
420	0.107698
421	0.107241
422	0.107288
423	0.10593
424	0.106529
425	0.106846
426	0.106333
427	0.106834
428	0.106948
429	0.107501
430	0.106457
431	0.106003
432	0.106569
433	0.10639
434	0.106331
435	0.106443
436	0.107498
437	0.105956
438	0.106736
439	0.106544
440	0.105162
441	0.106922
442	0.106915
443	0.105616
444	0.106491
445	0.10605
446	0.105944
447	0.106222
448	0.106293
449	0.105517
450	0.106253
451	0.105221
452	0.105405
453	0.105914
454	0.105131
455	0.106648
456	0.105789
457	0.103848
458	0.10647
459	0.106433
460	0.106275
461	0.106217
462	0.105609
463	0.106141
464	0.106438
465	0.105752
466	0.104857
467	0.105307
468	0.105896
469	0.104991
470	0.106475
471	0.105645
472	0.105582
473	0.106171
474	0.104746
475	0.105939
476	0.105865
477	0.105493
478	0.10621
479	0.105171
480	0.10588
481	0.10615
482	0.105838
483	0.10563
484	0.106171
485	0.10433
486	0.106219
487	0.104713
488	0.105725
489	0.104369
490	0.104461
491	0.10538
492	0.105618
493	0.105169
494	0.106173
495	0.104498
496	0.106075
497	0.103348
498	0.105599
499	0.104854
500	0.104846
501	0.105273
502	0.105029
503	0.104724
504	0.105049
505	0.105398
506	0.1052
507	0.106002
508	0.106193
509	0.105893
510	0.104128
511	0.104244
512	0.102987
513	0.104538
514	0.104004
515	0.103182
516	0.103067
517	0.104352
518	0.102415
519	0.103512
520	0.104191
521	0.102826
522	0.103563
523	0.103785
524	0.104676
525	0.103903
526	0.102962
527	0.102757
528	0.102894
529	0.102737
530	0.104245
531	0.10405
532	0.102988
533	0.102383
534	0.101718
535	0.103389
536	0.104061
537	0.103741
538	0.103
539	0.102971
540	0.102644
541	0.102281
542	0.102614
543	0.102861
544	0.101676
545	0.103184
546	0.103469
547	0.102574
548	0.103248
549	0.102168
550	0.102877
551	0.102894
552	0.102683
553	0.101656
554	0.101834
555	0.10178
556	0.101692
557	0.100752
558	0.100672
559	0.101268
560	0.101393
561	0.101207
562	0.100145
563	0.099596
564	0.0993629
565	0.0998984
566	0.101175
567	0.0994805
568	0.101099
569	0.0999575
570	0.100767
571	0.101454
572	0.100027
573	0.0998485
574	0.100241
575	0.100707
576	0.101097
577	0.100439
578	0.101651
579	0.0994414
580	0.0999784
581	0.100496
582	0.100978
583	0.100009
584	0.100712
585	0.100116
586	0.0998714
587	0.101083
588	0.100891
589	0.10027
590	0.100741
591	0.100538
592	0.099933
593	0.0990908
594	0.0990539
595	0.0997939
596	0.100348
597	0.0994685
598	0.100003
599	0.100749
600	0.0987158
601	0.099173
602	0.100176
603	0.0999455
604	0.099623
605	0.100639
606	0.100688
607	0.0998255
608	0.0997357
609	0.0995722
610	0.0993895
611	0.100249
612	0.0996954
613	0.0995483
614	0.100368
615	0.0988882
616	0.101157
617	0.100139
618	0.0995114
619	0.100867
620	0.0997474
621	0.0993463
622	0.100118
623	0.0997679
624	0.0998676
625	0.100065
626	0.0988306
627	0.0992927
628	0.100095
629	0.100005
630	0.100954
631	0.0994433
632	0.100308
633	0.100392
634	0.100487
635	0.100072
636	0.100668
637	0.0995652
638	0.100005
639	0.100833
640	0.0996726
641	0.0995689
642	0.0998178
643	0.0987444
644	0.0999016
645	0.0992188
646	0.100039
647	0.0990863
648	0.0992968
649	0.0989558
650	0.0982561
651	0.0983921
652	0.100179
653	0.10044
654	0.0995449
655	0.0999646
656	0.0999753
657	0.0992153
658	0.09978
659	0.0994365
660	0.0995555
661	0.09854
662	0.0991875
663	0.0983146
664	0.0992524
665	0.100856
666	0.0995538
667	0.0992093
668	0.10044
669	0.0996047
670	0.100007
671	0.0994176
672	0.0999056
673	0.101026
674	0.100014
675	0.099827
676	0.0995608
677	0.0991128
678	0.0997127
679	0.0992856
680	0.0991115
681	0.0990393
682	0.0992973
683	0.0989554
684	0.0988951
685	0.0983709
686	0.0992405
687	0.0984831
688	0.0983757
689	0.0993475
690	0.0980894
691	0.0993412
692	0.0983704
693	0.0995574
694	0.100365
695	0.100322
696	0.0991276
697	0.0994352
698	0.099522
699	0.099157
700	0.0983346
701	0.0988575
702	0.0978196
703	0.0986454
704	0.0986962
705	0.0994209
706	0.0993899
707	0.0985757
708	0.0994154
709	0.0992391
710	0.099383
711	0.0994066
712	0.0989148
713	0.0983834
714	0.0984867
715	0.0980563
716	0.0987153
717	0.0986967
718	0.0982499
719	0.0984577
720	0.0987899
721	0.0987569
722	0.0986456
723	0.098961
724	0.0982656
725	0.0984187
726	0.0983121
727	0.0987969
728	0.0984372
729	0.0989304
730	0.0988277
731	0.0981838
732	0.0981188
733	0.0984474
734	0.0981484
735	0.0984759
736	0.099058
737	0.0982961
738	0.0988938
739	0.0977786
740	0.0977985
741	0.0975053
742	0.0975848
743	0.0975852
744	0.0984437
745	0.097984
746	0.0983692
747	0.0981969
748	0.0976721
749	0.0982074
750	0.0982594
751	0.0981364
752	0.0981892
753	0.0990883
754	0.0972705
755	0.0978065
756	0.0979529
757	0.0980863
758	0.0978405
759	0.0982143
760	0.0985478
761	0.0986195
762	0.0977207
763	0.0980049
764	0.0978211
765	0.098469
766	0.0980006
767	0.0985091
768	0.0978747
769	0.0975219
770	0.0986451
771	0.0983291
772	0.0980168
773	0.0971047
774	0.0980217
775	0.0972676
776	0.09788
777	0.0981901
778	0.0978398
779	0.0983232
780	0.0974609
781	0.0986358
782	0.0975139
783	0.0972277
784	0.0973458
785	0.0975687
786	0.0980107
787	0.0979228
788	0.098284
789	0.0981164
790	0.0975359
791	0.0975019
792	0.0969857
793	0.0967127
794	0.0969809
795	0.0978961
796	0.0974186
797	0.0973229
798	0.0971837
799	0.0972577
800	0.096893
801	0.0974112
802	0.0970715
803	0.0969935
804	0.0964358
805	0.0965303
806	0.0965358
807	0.0967013
808	0.0968433
809	0.0967549
810	0.096682
811	0.0963802
812	0.0965027
813	0.0964113
814	0.0962749
815	0.0968248
816	0.0965271
817	0.096333
818	0.0963042
819	0.0962982
820	0.0963337
821	0.0957241
822	0.096608
823	0.0963172
824	0.0957959
825	0.0961045
826	0.095874
827	0.0964021
828	0.0961958
829	0.0962445
830	0.0956558
831	0.0958836
832	0.0951723
833	0.0962314
834	0.0958595
835	0.0954039
836	0.0953895
837	0.0956795
838	0.0959445
